AGEP,JWMNP,MARHYP,SCHL,WKHP,JWAP,JWDP,PINCP
93,15,1945,16,25,87,45,30300
89,5,1950,16,25,119,79,101300
83,5,1951,16,72,101,61,10004
83,5,1951,22,20,119,79,174000
84,30,1952,16,8,76,31,38500
84,75,1952,16,50,85,31,130000
80,10,1953,14,50,132,85,112000
85,10,1955,21,8,150,94,16800
78,30,1956,21,40,100,55,12200
81,30,1956,18,40,142,88,24800
80,2,1956,16,40,94,55,44200
81,10,1957,16,40,93,52,23400
77,15,1958,18,40,79,37,54200
76,20,1959,16,55,80,37,29200
78,10,1959,19,8,84,43,32200
78,5,1959,15,20,77,37,35300
73,65,1959,12,40,74,22,39800
81,15,1959,19,40,97,55,67800
74,45,1960,14,4,115,67,11370
77,5,1960,21,4,107,67,50900
75,10,1960,21,40,90,49,81800
75,15,1961,18,15,121,79,7400
71,13,1961,17,15,144,91,19150
73,3,1961,16,35,124,82,20400
80,5,1961,14,40,74,34,44300
74,2,1961,18,40,94,55,64000
71,10,1962,19,25,72,31,21000
75,15,1962,16,10,109,67,27000
74,5,1962,18,40,91,51,28400
78,10,1962,19,12,84,43,42400
77,5,1962,16,22,113,73,62900
72,30,1963,16,20,160,97,28400
78,5,1963,16,32,95,55,34600
78,20,1963,23,40,98,55,141100
68,15,1964,18,4,121,79,7000
82,20,1964,17,30,110,67,18200
70,10,1964,19,25,66,25,21000
71,10,1964,19,10,66,25,22000
74,20,1964,22,40,80,37,32200
68,15,1964,13,25,121,79,33600
73,5,1964,19,30,65,25,39900
72,10,1964,21,16,120,79,42800
72,20,1964,18,18,76,33,57900
78,5,1964,21,20,80,40,76400
79,10,1965,20,14,90,49,8400
70,1,1965,16,20,202,121,12900
74,15,1965,21,2,211,124,19100
72,5,1965,19,2,87,47,20800
76,15,1965,19,40,103,61,41300
71,10,1965,19,40,60,19,42300
67,5,1965,14,15,116,76,48300
74,30,1965,20,30,256,137,71500
72,60,1966,20,40,202,115,20000
72,15,1966,19,18,105,63,21200
72,20,1966,18,18,104,61,24400
70,10,1966,14,20,174,106,27900
67,10,1966,19,24,86,45,34400
82,5,1966,24,4,161,100,43700
73,5,1966,16,60,95,55,52500
70,45,1966,16,40,199,115,62000
73,45,1967,20,4,133,82,19800
70,20,1967,20,15,104,61,20030
70,30,1967,19,6,94,49,25400
79,10,1967,16,40,108,67,25600
73,15,1967,18,40,109,67,35000
69,20,1967,19,12,116,73,35710
78,17,1967,16,38,79,37,39800
73,45,1967,24,30,103,55,40000
71,5,1967,19,8,203,121,46230
69,1,1967,20,20,94,55,59100
75,20,1967,20,17,80,37,68000
71,15,1967,19,40,94,52,74000
68,25,1967,19,29,87,43,74400
68,3,1967,19,60,88,49,89800
68,10,1968,1,50,48,13,15000
64,10,1968,17,40,90,49,21000
67,15,1968,19,50,85,43,25000
69,1,1968,19,30,106,67,41600
65,5,1968,21,20,101,61,51000
75,2,1968,19,20,94,55,76700
67,10,1968,19,50,108,67,108500
70,3,1968,23,50,106,67,140600
69,1,1968,19,20,118,79,374200
66,10,1968,16,30,81,40,643000
70,7,1969,16,5,140,89,8990
66,30,1969,16,35,112,67,10900
69,20,1969,18,8,65,22,14200
68,5,1969,19,8,77,37,22300
70,30,1969,21,30,106,61,25100
75,10,1969,13,27,84,43,29500
68,20,1969,20,25,77,34,32100
71,5,1969,23,20,101,61,38850
72,20,1969,1,40,212,124,41400
71,5,1969,21,25,77,37,41600
66,151,1969,17,50,92,16,42000
69,2,1969,22,30,106,67,56800
70,12,1969,21,40,96,55,428100
62,15,1970,14,40,93,51,8500
66,30,1970,19,20,214,124,17200
64,30,1970,14,80,136,85,18000
70,3,1970,18,4,163,101,18900
64,15,1970,16,32,67,25,19000
66,20,1970,19,12,116,73,20200
70,50,1970,21,15,176,103,20940
67,30,1970,16,25,124,79,24000
71,2,1970,15,30,46,13,24100
69,15,1970,20,30,67,25,25900
65,7,1970,19,40,131,85,30000
67,5,1970,21,33,86,46,30150
76,17,1970,16,38,157,97,30400
64,20,1970,6,48,272,146,35000
64,30,1970,21,40,88,43,37400
73,5,1970,14,40,95,55,37700
65,30,1970,16,40,61,17,39200
70,20,1970,21,40,95,52,58800
70,25,1970,21,40,105,61,69200
73,10,1970,14,40,91,50,71900
70,2,1970,21,60,82,43,369000
63,25,1971,19,10,45,10,6300
61,45,1971,17,40,103,55,10000
67,15,1971,20,24,79,37,11000
69,30,1971,19,24,124,79,12800
67,7,1971,16,15,107,67,13400
63,7,1971,16,6,98,58,15200
71,5,1971,16,25,140,89,17000
65,2,1971,16,20,154,97,21300
63,5,1971,18,28,113,73,22000
67,15,1971,10,36,79,37,24900
62,20,1971,16,20,152,94,26700
64,8,1971,16,40,59,19,30000
67,10,1971,20,8,108,67,30000
70,30,1971,21,16,124,79,31900
75,30,1971,21,16,124,79,36570
78,5,1971,15,20,80,40,38000
64,25,1971,16,40,102,58,48000
68,5,1971,16,70,89,49,48100
70,30,1971,21,20,91,46,57800
65,15,1971,19,42,81,39,62000
64,20,1971,19,50,80,37,65100
65,30,1971,18,45,118,73,66300
68,70,1971,21,40,75,22,67000
66,10,1971,16,40,93,52,69000
64,40,1971,18,40,75,28,73000
64,5,1971,16,76,83,43,89800
68,10,1971,16,40,93,52,172200
65,15,1971,17,3,97,55,279400
64,25,1972,16,15,93,49,4800
65,6,1972,20,40,95,55,12000
64,11,1972,16,16,87,46,13800
66,5,1972,16,25,95,55,16800
62,15,1972,16,30,91,49,17500
63,15,1972,16,35,88,46,20000
61,15,1972,20,40,91,49,20000
69,5,1972,21,12,95,55,21400
66,3,1972,17,20,92,53,23020
87,30,1972,19,40,118,73,26000
85,30,1972,16,55,94,49,29200
65,12,1972,19,40,79,38,32000
68,20,1972,21,3,86,43,33020
62,15,1972,16,10,103,61,39600
67,5,1972,21,50,107,67,42600
67,8,1972,17,40,80,40,44100
63,45,1972,18,35,259,137,46150
68,5,1972,16,65,167,103,53000
64,30,1972,16,60,76,31,56000
65,5,1972,21,45,83,43,57000
65,25,1972,22,40,90,46,60000
69,15,1972,13,40,79,37,62700
65,12,1972,22,50,78,37,64000
63,10,1972,20,40,84,43,65000
68,10,1972,16,40,64,23,66000
64,5,1972,21,40,77,37,70000
66,15,1972,18,40,83,41,73700
65,10,1972,22,40,82,41,178200
65,10,1973,21,4,84,43,1600
66,5,1973,16,35,107,67,8600
63,15,1973,16,1,205,121,11000
62,10,1973,19,40,90,49,13000
61,7,1973,18,35,95,55,13500
64,15,1973,19,12,115,73,15400
61,20,1973,16,25,93,50,21000
60,15,1973,16,38,103,61,24000
66,15,1973,21,32,52,14,25000
64,40,1973,16,40,96,49,25000
65,25,1973,19,24,97,53,26500
63,5,1973,18,40,92,52,27000
77,10,1973,16,24,84,43,28300
64,30,1973,21,40,256,137,30000
74,15,1973,18,32,97,55,30300
67,30,1973,21,40,256,137,31000
64,15,1973,21,35,97,55,32000
68,12,1973,21,2,90,49,32800
64,15,1973,19,21,14,3,35000
64,25,1973,19,40,79,35,35230
66,151,1973,15,45,88,25,36700
65,5,1973,16,40,93,53,38400
61,10,1973,16,35,105,64,40000
64,10,1973,19,40,93,52,40900
62,20,1973,16,42,98,55,43000
78,60,1973,18,60,110,59,46200
63,15,1973,20,40,91,49,47000
68,151,1973,20,40,92,16,48400
67,5,1973,18,40,74,34,48500
64,3,1973,19,40,94,55,49000
64,1,1973,18,40,94,55,52200
62,10,1973,17,40,81,40,53000
62,5,1973,19,40,77,37,60000
63,70,1973,18,40,108,55,60000
63,15,1973,15,85,109,67,64000
62,9,1973,20,40,171,104,65030
64,45,1973,18,40,61,16,68000
62,5,1973,21,45,89,49,69000
68,35,1973,11,44,80,34,70900
63,5,1973,21,30,59,19,96000
66,90,1973,21,40,79,22,96010
70,20,1973,21,40,98,55,100000
68,25,1973,20,40,57,16,103000
68,2,1973,19,70,79,40,115600
64,20,1973,24,60,104,61,165000
65,10,1973,23,35,78,37,369000
64,12,1973,21,55,78,37,371300
62,40,1974,19,35,87,40,4500
61,15,1974,16,16,115,73,6000
62,20,1974,16,28,92,49,7200
62,5,1974,21,20,119,79,9600
66,65,1974,22,20,83,31,12000
66,15,1974,21,12,193,115,14400
65,10,1974,16,32,126,82,19600
63,10,1974,18,30,66,25,22000
67,10,1974,19,8,67,26,22300
62,20,1974,16,25,128,82,27600
66,22,1974,23,25,95,52,27700
67,3,1974,19,34,112,73,27800
61,5,1974,18,40,89,49,29000
60,10,1974,16,35,99,58,29450
65,15,1974,16,40,109,67,30000
62,60,1974,16,40,70,19,32000
64,30,1974,16,40,94,49,34000
63,10,1974,16,40,67,26,35000
66,20,1974,19,20,188,112,35500
67,5,1974,19,40,95,55,35600
65,15,1974,21,10,85,43,36200
65,45,1974,9,40,73,25,40000
60,10,1974,16,39,96,55,42000
60,10,1974,16,45,63,22,42200
63,15,1974,19,50,103,61,45000
61,50,1974,19,40,80,31,49000
63,10,1974,20,40,90,49,53620
64,5,1974,19,50,95,55,54000
66,45,1974,21,15,115,67,56300
72,25,1974,19,40,75,31,56900
68,12,1974,22,60,78,37,58400
60,55,1974,16,40,99,49,60000
68,15,1974,16,21,103,61,60000
68,20,1974,22,50,80,37,63000
69,20,1974,20,70,92,49,63000
63,45,1974,22,40,85,37,63030
64,10,1974,19,40,60,19,64800
63,15,1974,20,40,86,44,93800
67,60,1974,21,40,64,16,132200
62,50,1975,20,35,89,40,1200
65,15,1975,16,72,97,55,10204
63,5,1975,24,15,101,61,11230
65,5,1975,22,20,119,79,12000
62,5,1975,20,36,89,49,15000
62,5,1975,21,18,95,55,15000
60,15,1975,21,20,109,67,15000
61,20,1975,13,25,46,11,15300
75,20,1975,20,2,92,49,16600
63,5,1975,16,40,83,43,18000
63,5,1975,16,40,107,67,20000
62,5,1975,20,60,83,43,24000
72,6,1975,18,18,143,91,24400
71,30,1975,19,48,100,55,26000
63,20,1975,19,30,100,57,27000
71,30,1975,20,15,100,55,29000
60,5,1975,16,40,57,18,29900
78,20,1975,20,24,98,55,33800
60,15,1975,18,55,164,100,34000
74,30,1975,19,12,88,43,35500
61,15,1975,21,40,94,52,38000
61,30,1975,16,60,82,37,40000
58,20,1975,13,35,152,94,40300
66,45,1975,17,50,79,31,42000
62,15,1975,19,42,82,40,42000
67,10,1975,15,50,114,73,42000
61,10,1975,18,40,87,46,45000
63,10,1975,19,45,90,49,45000
62,30,1975,18,60,94,49,47600
63,10,1975,19,40,258,140,48000
62,5,1975,16,40,100,60,49000
60,20,1975,18,40,74,31,49700
63,15,1975,13,66,91,49,50000
63,17,1975,19,40,103,61,50000
66,25,1975,18,25,153,94,50000
69,10,1975,16,10,90,49,50100
71,20,1975,22,40,92,49,53940
63,10,1975,21,40,108,67,60000
60,8,1975,16,32,80,40,62000
64,20,1975,20,36,80,37,65000
62,15,1975,13,40,211,124,65000
64,20,1975,20,40,92,49,69000
64,15,1975,21,50,88,46,83100
60,20,1975,20,40,86,43,89000
61,5,1975,20,45,101,61,92000
62,30,1975,19,40,52,13,100000
66,20,1975,21,50,110,67,100000
59,45,1975,16,40,85,37,105000
65,35,1975,21,40,93,47,111800
61,5,1976,19,20,98,58,5000
61,20,1976,16,11,86,43,6000
59,15,1976,18,8,79,37,7000
58,2,1976,16,20,118,79,7000
59,5,1976,11,40,86,46,8720
66,15,1976,21,40,85,43,11000
69,7,1976,21,3,96,56,12700
59,10,1976,14,32,67,26,14400
61,20,1976,20,30,116,73,14800
63,7,1976,15,40,86,46,15000
62,30,1976,20,30,100,55,15000
63,10,1976,16,6,108,67,15200
64,10,1976,18,40,96,55,17000
59,8,1976,16,40,86,46,21000
57,3,1976,16,10,118,79,22700
63,10,1976,22,10,186,112,23600
59,5,1976,20,40,266,144,23800
63,15,1976,19,13,89,47,24400
60,20,1976,16,40,74,31,28400
63,60,1976,19,40,80,29,29000
63,10,1976,16,30,103,62,29000
66,23,1976,18,25,62,19,29100
61,20,1976,16,40,74,31,30000
61,45,1976,16,40,73,25,30200
63,20,1976,21,36,84,41,32000
60,20,1976,20,40,85,42,35500
59,20,1976,19,24,104,61,35900
60,30,1976,21,40,82,37,38000
62,30,1976,22,50,85,40,38000
69,40,1976,21,3,90,43,38700
60,5,1976,16,15,83,43,38800
62,2,1976,19,72,64,25,40000
62,30,1976,21,45,112,67,40000
60,5,1976,16,40,95,55,43000
62,10,1976,16,40,86,45,43500
61,20,1976,16,40,92,49,44000
60,25,1976,18,40,93,49,44000
63,5,1976,22,32,119,79,45000
60,15,1976,22,40,94,52,50000
61,10,1976,22,50,204,121,50000
63,10,1976,22,50,192,115,55000
70,10,1976,22,36,120,79,55800
66,60,1976,20,40,80,29,58800
63,60,1976,20,40,82,31,60000
64,15,1976,19,2,118,76,67900
71,15,1976,21,4,91,49,69100
58,35,1976,19,43,89,43,73700
62,15,1976,22,25,73,31,74000
62,40,1976,16,65,42,7,75000
78,10,1976,13,30,84,43,76200
69,10,1976,22,40,114,73,88500
60,30,1976,18,40,88,43,99000
66,80,1976,21,44,80,25,101000
68,20,1976,19,40,78,35,104000
64,1,1976,19,40,94,55,104500
62,60,1976,22,50,124,73,120000
64,90,1976,19,60,82,25,156000
60,25,1976,22,40,111,67,160000
67,10,1976,22,48,120,79,262000
60,24,1976,21,32,82,39,369000
62,7,1976,21,40,101,61,384000
61,15,1977,20,35,94,52,14000
72,40,1977,16,20,92,45,14600
60,20,1977,19,10,98,55,15000
62,7,1977,20,40,86,46,16710
60,10,1977,16,35,90,49,18000
60,45,1977,16,40,73,25,19000
59,8,1977,18,32,90,50,22000
57,20,1977,14,40,122,79,23000
75,151,1977,16,30,88,25,23700
59,5,1977,12,36,70,30,24000
60,30,1977,16,40,88,43,25000
61,12,1977,15,40,156,97,25000
63,1,1977,18,24,94,55,25400
66,2,1977,18,84,82,43,26200
61,5,1977,12,59,71,31,30000
59,35,1977,15,40,89,43,30000
59,30,1977,16,32,91,46,30600
60,10,1977,19,40,66,25,32000
59,50,1977,16,60,80,31,32500
58,5,1977,16,35,38,8,35000
63,5,1977,16,40,81,41,35000
61,5,1977,21,45,89,49,37000
65,15,1977,19,45,79,37,38800
59,15,1977,9,72,91,49,42000
63,40,1977,21,30,216,124,42200
63,15,1977,20,40,94,52,43500
62,30,1977,13,45,154,94,45000
57,5,1977,16,40,93,53,45500
63,15,1977,22,40,100,58,46700
60,15,1977,16,40,70,28,48000
64,15,1977,16,40,91,49,48000
69,10,1977,23,15,78,37,50000
60,45,1977,16,40,79,31,50000
63,20,1977,2,40,122,79,52000
62,75,1977,20,40,124,70,52000
61,20,1977,16,40,90,47,54000
68,5,1977,19,40,98,58,54000
64,25,1977,21,32,87,43,60000
65,15,1977,22,18,89,47,63000
62,60,1977,19,60,112,61,64000
61,20,1977,22,40,134,85,66000
60,30,1977,21,40,76,31,72000
62,15,1977,21,44,106,64,90000
61,45,1977,21,36,226,128,99000
62,5,1977,23,50,89,49,112000
61,25,1977,24,50,88,44,118000
57,15,1978,18,33,90,48,5200
62,5,1978,19,25,179,109,8000
58,30,1978,19,16,76,31,10000
62,20,1978,6,35,98,55,10000
60,8,1978,19,20,83,43,12000
58,3,1978,16,50,88,49,13000
55,15,1978,9,35,91,49,14000
61,12,1978,16,35,90,49,15500
59,1,1978,16,24,178,109,16850
60,5,1978,19,35,89,49,18000
60,40,1978,20,35,78,31,18200
60,10,1978,19,50,90,49,20000
57,8,1978,19,40,92,52,22000
59,15,1978,19,36,91,49,23000
63,45,1978,16,40,91,43,24000
60,10,1978,21,45,96,55,25000
61,15,1978,6,50,97,55,25000
57,10,1978,19,50,72,31,25200
66,5,1978,20,40,83,43,27500
73,4,1978,16,25,79,40,28500
63,15,1978,16,40,91,49,29000
59,60,1978,6,40,82,31,30000
63,3,1978,18,60,82,43,30000
56,10,1978,16,40,96,55,30000
63,7,1978,22,36,128,83,32000
59,40,1978,18,40,78,31,34000
57,45,1978,22,40,95,47,34000
61,30,1978,18,40,76,31,35000
60,1,1978,17,50,94,55,35150
60,20,1978,20,50,83,40,37000
61,35,1978,22,40,92,46,40300
66,10,1978,24,45,120,79,41500
63,15,1978,16,45,103,61,42000
65,20,1978,18,45,92,49,44000
61,3,1978,19,90,94,55,48000
56,45,1978,20,40,268,141,48000
62,10,1978,18,40,246,136,49000
57,45,1978,18,30,91,43,50000
62,15,1978,21,60,91,49,50000
65,20,1978,16,40,116,73,50000
61,60,1978,19,40,106,55,52000
60,20,1978,22,45,91,48,55000
61,15,1978,22,45,97,55,55000
61,10,1978,18,40,156,97,55000
58,30,1978,19,40,40,7,57000
62,20,1978,19,40,91,48,58000
61,5,1978,19,43,95,55,58000
60,25,1978,19,40,99,55,59000
61,10,1978,16,40,168,103,60000
58,20,1978,16,40,92,49,61000
59,5,1978,21,50,191,115,61000
61,2,1978,20,40,99,60,62000
61,5,1978,21,40,89,49,65000
59,85,1978,20,15,102,46,65250
66,7,1978,16,40,89,49,66000
62,10,1978,21,26,78,37,67000
66,7,1978,21,40,99,59,68000
57,40,1978,16,40,66,19,80000
60,5,1978,16,40,89,49,82000
66,20,1978,21,40,80,37,85000
61,5,1978,16,17,77,37,88000
59,80,1978,16,45,70,17,90000
59,15,1978,22,60,79,37,94000
58,30,1978,16,60,268,143,98400
57,10,1978,22,45,78,37,100000
59,30,1978,21,55,106,61,118000
56,30,1978,16,40,112,67,126000
70,15,1978,16,50,97,55,159200
60,8,1978,21,40,81,41,175000
62,10,1978,22,40,81,40,175000
57,20,1978,16,45,89,46,374000
60,10,1979,18,4,120,79,90
65,20,1979,20,60,92,49,1900
60,5,1979,20,35,89,49,12000
66,15,1979,21,7,151,94,14400
56,30,1979,19,40,94,49,18000
62,1,1979,16,70,20,4,19200
56,2,1979,17,40,114,75,19200
64,10,1979,19,72,72,31,20000
59,20,1979,15,40,80,37,20800
59,20,1979,16,36,71,28,23000
58,5,1979,13,40,63,23,24000
58,15,1979,19,40,91,49,27000
58,30,1979,16,40,88,43,29000
58,10,1979,20,40,93,52,29000
57,10,1979,16,40,63,22,30000
63,30,1979,17,40,74,29,30000
58,20,1979,18,40,77,34,30000
60,5,1979,16,35,92,52,30000
57,1,1979,19,20,118,79,31800
56,60,1979,21,25,94,43,32000
61,10,1979,21,35,96,55,33000
56,25,1979,16,40,81,37,34000
56,30,1979,19,40,94,49,35000
58,10,1979,20,30,102,61,35000
66,15,1979,21,32,88,46,35600
59,17,1979,19,40,81,39,36000
55,5,1979,16,70,87,47,36000
72,5,1979,16,50,71,31,37500
55,30,1979,16,40,86,41,38000
58,30,1979,16,40,97,52,38000
63,15,1979,12,30,97,55,42200
60,10,1979,16,40,126,82,43000
60,15,1979,20,40,85,43,45000
64,5,1979,16,40,92,52,48000
60,15,1979,17,40,88,46,50000
53,7,1979,19,50,140,89,50000
62,45,1979,19,45,64,17,52000
60,33,1979,20,40,76,31,55000
57,151,1979,19,50,86,13,55000
58,5,1979,20,40,65,25,57000
60,15,1979,22,44,94,52,58000
59,1,1979,18,40,94,55,59200
59,40,1979,19,45,213,122,62000
63,20,1979,20,40,98,55,66000
58,15,1979,19,40,89,47,67300
63,60,1979,19,45,88,37,70000
57,10,1979,16,46,186,112,70000
60,5,1979,16,40,74,34,72200
70,15,1979,12,30,79,37,76200
61,15,1979,22,40,79,37,80000
56,5,1979,19,70,87,47,88000
60,15,1979,24,50,82,40,90500
58,1,1979,19,48,88,49,95000
62,20,1979,21,40,206,121,100000
68,20,1979,18,59,29,5,101500
64,151,1979,21,48,72,14,105200
61,10,1979,22,44,102,61,113500
60,20,1979,20,60,98,55,120000
62,6,1979,22,40,98,58,155000
68,20,1979,22,20,98,55,208100
54,50,1980,17,40,98,49,4300
57,15,1980,16,20,109,67,5000
58,20,1980,20,30,266,143,5000
58,30,1980,16,20,106,61,5900
62,6,1980,21,30,149,94,5900
57,5,1980,20,40,47,13,7000
59,30,1980,20,28,70,25,7000
55,5,1980,16,30,143,91,9600
56,5,1980,16,30,92,52,10000
59,151,1980,16,35,112,43,13000
59,15,1980,20,36,91,49,14000
56,50,1980,15,60,116,67,14400
56,45,1980,19,40,67,19,19000
60,151,1980,16,40,38,1,20000
60,25,1980,15,40,45,10,20000
59,15,1980,16,40,85,43,20000
54,20,1980,16,40,104,61,20000
58,30,1980,16,40,73,28,21600
57,20,1980,19,22,92,49,23000
59,10,1980,19,50,96,55,23100
56,8,1980,20,20,86,46,23300
59,50,1980,16,40,102,53,24000
58,30,1980,18,30,46,10,25000
54,30,1980,16,45,94,49,25000
57,10,1980,20,37,96,55,25000
58,15,1980,16,40,109,67,25700
56,15,1980,13,40,91,49,26000
60,10,1980,21,26,120,79,26000
64,37,1980,16,40,86,40,26400
60,10,1980,21,28,268,145,27300
63,15,1980,19,30,121,79,28000
60,20,1980,18,40,176,106,28900
59,2,1980,22,50,82,43,30000
56,10,1980,21,36,90,49,30000
60,151,1980,19,40,161,80,30000
65,15,1980,16,40,85,43,31000
60,20,1980,20,40,86,43,32000
56,15,1980,19,40,97,55,32000
64,20,1980,21,32,110,67,35000
56,20,1980,16,40,74,31,38000
55,5,1980,21,40,89,49,38000
78,15,1980,20,8,103,61,38100
69,25,1980,21,20,66,22,38400
56,5,1980,16,50,101,61,40000
61,30,1980,16,41,214,124,40050
79,60,1980,16,40,106,55,41400
54,6,1980,19,40,89,49,43100
55,5,1980,16,60,59,19,46800
56,5,1980,16,40,95,55,46800
61,3,1980,22,60,82,43,48000
58,30,1980,17,80,76,31,49000
58,19,1980,21,6,93,50,49000
55,14,1980,21,40,90,49,53000
60,45,1980,20,50,77,29,54000
64,60,1980,16,40,85,34,55000
54,20,1980,19,40,104,61,55000
58,12,1980,20,40,96,55,55030
58,60,1980,16,40,88,37,60000
54,15,1980,19,40,187,112,62000
62,20,1980,22,50,80,37,67000
57,15,1980,19,50,79,37,68000
59,14,1980,23,60,84,43,68000
65,15,1980,20,36,223,130,70000
55,20,1980,19,40,62,19,72000
57,5,1980,21,40,93,53,72000
60,1,1980,22,25,112,73,72600
67,15,1980,21,30,94,52,73500
56,25,1980,16,40,92,48,80000
64,15,1980,18,25,88,46,82600
60,15,1980,22,40,87,45,88000
56,30,1980,16,45,61,17,90000
58,5,1980,20,40,77,37,92000
61,45,1980,16,45,109,61,95000
59,15,1980,16,40,67,25,98500
58,19,1980,21,50,93,50,101000
62,20,1980,21,40,84,41,110000
62,1,1980,20,40,94,55,110000
64,5,1980,23,50,89,49,127000
60,5,1980,22,50,95,55,393000
54,3,1981,16,8,96,57,2820
56,15,1981,16,40,94,52,7200
58,60,1981,20,40,86,35,8000
60,10,1981,19,32,168,103,12000
63,10,1981,21,4,180,109,12100
73,20,1981,19,9,104,61,13200
59,20,1981,16,20,134,85,15000
73,10,1981,18,28,96,55,18400
62,5,1981,17,18,107,67,19900
59,75,1981,16,48,109,55,20300
70,5,1981,14,5,65,25,22900
57,5,1981,16,38,83,43,24150
55,25,1981,17,40,57,16,30000
58,15,1981,18,40,79,37,30000
57,20,1981,16,40,80,37,30000
56,15,1981,19,50,97,55,30000
80,30,1981,20,20,66,21,30500
54,20,1981,16,40,68,25,31000
55,2,1981,21,60,70,31,32000
54,5,1981,16,40,93,53,32000
57,15,1981,19,40,115,73,32000
70,10,1981,18,8,132,85,32200
64,75,1981,19,40,151,88,34000
56,55,1981,16,40,93,43,34100
53,12,1981,21,50,94,53,34800
58,30,1981,18,40,88,43,35000
61,5,1981,19,32,119,79,37300
60,7,1981,16,40,89,49,38000
58,15,1981,22,32,94,52,38000
53,17,1981,16,40,93,50,38600
62,15,1981,21,50,76,34,40000
63,30,1981,22,19,100,55,40000
54,60,1981,18,40,103,52,40000
59,25,1981,21,27,111,67,40000
63,10,1981,21,40,78,37,43000
63,60,1981,17,40,82,31,43000
54,45,1981,16,50,85,37,44000
56,45,1981,19,40,91,43,45000
58,20,1981,21,50,86,43,46000
55,10,1981,21,20,84,43,46100
59,30,1981,20,45,94,49,46100
62,30,1981,21,40,94,49,47700
63,5,1981,19,40,60,20,48000
54,15,1981,19,50,64,22,48000
54,35,1981,18,40,89,43,48000
56,20,1981,19,42,50,13,49000
58,35,1981,17,50,92,46,55000
57,15,1981,18,40,103,61,59000
57,25,1981,19,50,75,31,60000
55,5,1981,18,75,77,37,60000
52,45,1981,19,36,115,67,60000
56,30,1981,19,40,106,61,62000
59,2,1981,16,50,76,37,64000
64,20,1981,18,40,82,39,64020
59,10,1981,21,50,50,14,65000
56,90,1981,20,40,76,19,66000
58,15,1981,21,40,88,46,66400
61,10,1981,22,50,78,37,68000
59,10,1981,21,50,108,67,68500
56,25,1981,17,50,63,19,70000
60,20,1981,21,40,92,49,70000
57,5,1981,21,50,99,59,71000
61,12,1981,22,42,93,52,75000
55,60,1981,16,40,97,46,75000
58,20,1981,19,50,116,73,77000
58,5,1981,18,40,101,61,79000
57,30,1981,18,40,82,37,80000
54,30,1981,19,40,88,43,80000
54,20,1981,16,44,104,61,86000
62,12,1981,21,40,94,53,91800
56,30,1981,16,40,88,43,98000
60,40,1981,22,45,78,31,100000
60,15,1981,22,55,97,55,105000
60,35,1981,21,42,89,43,109000
58,25,1981,20,70,75,31,120000
56,1,1981,18,65,85,46,271000
58,10,1981,23,35,96,55,271000
60,35,1981,23,50,99,53,379000
54,1,1982,16,70,82,43,5000
63,30,1982,21,20,136,85,8000
54,30,1982,18,20,82,37,8300
59,15,1982,17,20,115,73,11000
58,25,1982,16,36,87,43,12000
56,5,1982,19,35,95,55,14000
58,10,1982,9,48,80,39,14400
63,18,1982,14,50,89,47,15000
59,90,1982,21,50,94,37,15000
50,2,1982,20,38,70,31,15200
58,10,1982,16,15,120,79,15380
62,20,1982,18,40,77,34,17000
59,15,1982,19,40,85,43,17000
58,20,1982,19,33,104,61,17000
57,15,1982,21,20,91,49,17050
55,1,1982,16,85,58,19,18000
54,8,1982,19,34,95,55,18000
54,10,1982,13,40,81,40,20000
54,10,1982,18,40,88,47,20000
55,30,1982,16,40,100,55,20000
56,10,1982,20,40,90,49,20500
65,5,1982,19,24,102,62,21200
57,5,1982,16,36,74,34,21400
59,15,1982,19,32,262,141,21940
60,5,1982,20,40,215,127,23000
76,5,1982,17,40,77,37,23420
53,1,1982,16,40,118,79,24000
66,15,1982,16,30,85,43,28800
56,60,1982,16,40,88,37,30000
60,15,1982,18,35,88,46,30000
56,30,1982,16,40,100,55,30000
56,20,1982,19,40,98,55,30500
53,23,1982,17,45,68,25,32000
56,12,1982,21,40,90,49,32130
57,30,1982,16,40,82,37,32500
57,15,1982,16,40,85,43,33800
61,15,1982,19,40,67,25,34000
56,15,1982,21,30,109,67,34000
80,20,1982,16,32,134,85,34600
61,25,1982,21,40,85,41,35000
57,40,1982,18,40,90,43,39900
57,15,1982,16,40,31,6,40000
56,25,1982,20,40,69,25,41000
59,10,1982,16,40,93,52,42000
56,20,1982,21,30,80,37,45000
54,15,1982,22,52,109,67,45000
61,10,1982,21,40,82,41,46000
61,15,1982,6,72,31,6,48000
53,12,1982,19,42,90,49,49700
62,35,1982,16,60,65,19,50000
63,20,1982,21,40,86,43,50000
56,40,1982,20,40,90,43,50000
55,8,1982,16,40,81,41,51000
62,32,1982,18,40,64,19,52000
61,5,1982,21,44,77,37,53000
58,15,1982,19,45,85,43,54300
56,40,1982,19,40,90,43,55000
59,6,1982,16,40,89,49,56000
61,5,1982,22,60,224,131,60000
56,19,1982,18,40,85,43,62000
56,30,1982,18,45,88,43,65000
64,8,1982,23,50,95,55,65000
61,50,1982,21,36,224,127,65000
61,17,1982,22,45,67,25,66000
54,10,1982,20,40,126,82,66500
60,8,1982,22,55,77,37,67000
58,20,1982,18,45,98,55,70000
57,60,1982,16,40,94,43,75000
58,30,1982,19,40,100,55,75000
60,25,1982,21,45,105,61,86100
61,12,1982,21,40,78,37,87300
